pokedex,branch_code,original_name,name,type_1,type_2,ability_1,ability_2,ability_hidden,mega_evolution_flag,region_form,hp,attack,defense,sp_attack,sp_defense,speed,total
459,459_0,snover,snover,grass,ice,snow warning,,soundproof,,,60,62,50,62,60,40,334
460,460_0,abomasnow,abomasnow,grass,ice,snow warning,,soundproof,,,90,92,75,92,85,60,494
460,460_1,abomasnow,abomasnow-mega,grass,ice,snow warning,,,mega,,90,132,105,132,105,30,594
461,461_0,weavile,weavile,dark,ice,pressure,,pickpocket,,,70,120,65,45,85,125,510
462,462_0,magnezone,magnezone,electric,steel,magnet pull,sturdy,analytic,,,70,70,115,130,90,60,535
463,463_0,lickilicky,lickilicky,normal,,own tempo,oblivious,cloud nine,,,110,85,95,80,95,50,515
464,464_0,rhyperior,rhyperior,ground,rock,lightning rod,solid rock,reckless,,,115,140,130,55,55,40,535
465,465_0,tangrowth,tangrowth,grass,,chlorophyll,leaf guard,regenerator,,,100,100,125,110,50,50,535
466,466_0,electivire,electivire,electric,,motor drive,,vital spirit,,,75,123,67,95,85,95,540
467,467_0,magmortar,magmortar,fire,,flame body,,vital spirit,,,75,95,67,125,95,83,540
468,468_0,togekiss,togekiss,fairy,flying,hustle,serene grace,super luck,,,85,50,95,120,115,80,545
469,469_0,yanmega,yanmega,bug,flying,speed boost,tinted lens,frisk,,,86,76,86,116,56,95,515
470,470_0,leafeon,leafeon,grass,,leaf guard,,chlorophyll,,,65,110,130,60,65,95,525
471,471_0,glaceon,glaceon,ice,,snow cloak,,ice body,,,65,60,110,130,95,65,525
472,472_0,gliscor,gliscor,ground,flying,hyper cutter,sand veil,poison heal,,,75,95,125,45,75,95,510
473,473_0,mamoswine,mamoswine,ice,ground,oblivious,snow cloak,thick fat,,,110,130,80,70,60,80,530
474,474_0,porygon-z,porygon-z,normal,,adaptability,download,analytic,,,85,80,70,135,75,90,535
475,475_0,gallade,gallade,psychic,fighting,steadfast,sharpness,justified,,,68,125,65,65,115,80,518
475,475_1,gallade,gallade-mega,psychic,fighting,inner focus,,,mega,,68,165,95,65,115,110,618
476,476_0,probopass,probopass,rock,steel,sturdy,magnet pull,sand force,,,60,55,145,75,150,40,525
477,477_0,dusknoir,dusknoir,ghost,,pressure,,frisk,,,45,100,135,65,135,45,525
478,478_0,froslass,froslass,ice,ghost,snow cloak,,cursed body,,,70,80,70,80,70,110,480
479,479_0,rotom,rotom,electric,ghost,levitate,,,,,50,50,77,95,77,91,440
479,479_1,rotom,rotom-heat,electric,fire,levitate,,,,,50,65,107,105,107,86,520
479,479_2,rotom,rotom-wash,electric,water,levitate,,,,,50,65,107,105,107,86,520
479,479_3,rotom,rotom-frost,electric,ice,levitate,,,,,50,65,107,105,107,86,520
479,479_4,rotom,rotom-fan,electric,flying,levitate,,,,,50,65,107,105,107,86,520
479,479_5,rotom,rotom-mow,electric,grass,levitate,,,,,50,65,107,105,107,86,520
480,480_0,uxie,uxie,psychic,,levitate,,,,,75,75,130,75,130,95,580
481,481_0,mesprit,mesprit,psychic,,levitate,,,,,80,105,105,105,105,80,580
482,482_0,azelf,azelf,psychic,,levitate,,,,,75,125,70,125,70,115,580
483,483_0,dialga,dialga,steel,dragon,pressure,,telepathy,,,100,120,120,150,100,90,680
483,483_1,dialga,dialga-origin,steel,dragon,pressure,,telepathy,,,100,100,120,150,120,90,680
484,484_0,palkia,palkia,water,dragon,pressure,,telepathy,,,90,120,100,150,120,100,680
484,484_1,palkia,palkia-origin,water,dragon,pressure,,telepathy,,,90,100,100,150,120,120,680
485,485_0,heatran,heatran,fire,steel,flash fire,,flame body,,,91,90,106,130,106,77,600
486,486_0,regigigas,regigigas,normal,,slow start,,,,,110,160,110,80,110,100,670
487,487_0,giratina,giratina,ghost,dragon,pressure,,telepathy,,,150,100,120,100,120,90,680
487,487_1,giratina,giratina-origin,ghost,dragon,levitate,,,,,150,120,100,120,100,90,680
488,488_0,cresselia,cresselia,psychic,,levitate,,,,,120,70,110,75,120,85,580
489,489_0,phione,phione,water,,hydration,,,,,80,80,80,80,80,80,480
490,490_0,manaphy,manaphy,water,,hydration,,,,,100,100,100,100,100,100,600
491,491_0,darkrai,darkrai,dark,,bad dreams,,,,,70,90,90,135,90,125,600
492,492_0,shaymin,shaymin,grass,,natural cure,,,,,100,100,100,100,100,100,600
492,492_1,shaymin,shaymin-sky,grass,flying,serene grace,,,,,100,103,75,120,75,127,600
493,493_0,arceus,arceus,normal,,multitype,,,,,120,120,120,120,120,120,720
493,493_1,arceus,arceus-fire,fire,,multitype,,,,,120,120,120,120,120,120,720
493,493_2,arceus,arceus-water,water,,multitype,,,,,120,120,120,120,120,120,720
493,493_3,arceus,arceus-electric,electric,,multitype,,,,,120,120,120,120,120,120,720
493,493_4,arceus,arceus-grass,grass,,multitype,,,,,120,120,120,120,120,120,720
493,493_5,arceus,arceus-ice,ice,,multitype,,,,,120,120,120,120,120,120,720
493,493_6,arceus,arceus-fighting,fighting,,multitype,,,,,120,120,120,120,120,120,720
493,493_7,arceus,arceus-poison,poison,,multitype,,,,,120,120,120,120,120,120,720
493,493_8,arceus,arceus-ground,ground,,multitype,,,,,120,120,120,120,120,120,720
493,493_9,arceus,arceus-flying,flying,,multitype,,,,,120,120,120,120,120,120,720
493,493_10,arceus,arceus-psychic,psychic,,multitype,,,,,120,120,120,120,120,120,720
493,493_11,arceus,arceus-bug,bug,,multitype,,,,,120,120,120,120,120,120,720
493,493_12,arceus,arceus-rock,rock,,multitype,,,,,120,120,120,120,120,120,720
493,493_13,arceus,arceus-ghost,ghost,,multitype,,,,,120,120,120,120,120,120,720
493,493_14,arceus,arceus-dragon,dragon,,multitype,,,,,120,120,120,120,120,120,720
493,493_15,arceus,arceus-dark,dark,,multitype,,,,,120,120,120,120,120,120,720
493,493_16,arceus,arceus-steel,steel,,multitype,,,,,120,120,120,120,120,120,720
493,493_16,arceus,arceus-fairy,fairy,,multitype,,,,,120,120,120,120,120,120,720
494,494_0,victini,victini,psychic,fire,victory star,,,,,100,100,100,100,100,100,600
495,495_0,snivy,snivy,grass,,overgrow,,contrary,,,45,45,55,45,55,63,308
496,496_0,servine,servine,grass,,overgrow,,contrary,,,60,60,75,60,75,83,413
497,497_0,serperior,serperior,grass,,overgrow,,contrary,,,75,75,95,75,95,113,528
498,498_0,tepig,tepig,fire,,blaze,,thick fat,,,65,63,45,45,45,45,308
499,499_0,pignite,pignite,fire,fighting,blaze,,thick fat,,,90,93,55,70,55,55,418
500,500_0,emboar,emboar,fire,fighting,blaze,,reckless,,,110,123,65,100,65,65,528
501,501_0,oshawott,oshawott,water,,torrent,,shell armor,,,55,55,45,63,45,45,308
502,502_0,dewott,dewott,water,,torrent,,shell armor,,,75,75,60,83,60,60,413
503,503_0,samurott,samurott,water,,torrent,,shell armor,,,95,100,85,108,70,70,528
503,503_1,samurott,hisuian samurott,water,dark,torrent,,sharpness,,hisuian,90,108,80,100,65,85,528
504,504_0,patrat,patrat,normal,,run away,keen eye,analytic,,,45,55,39,35,39,42,255
505,505_0,watchog,watchog,normal,,illuminate,keen eye,analytic,,,60,85,69,60,69,77,420
506,506_0,lillipup,lillipup,normal,,vital spirit,pickup,run away,,,45,60,45,25,45,55,275
507,507_0,herdier,herdier,normal,,intimidate,sand rush,scrappy,,,65,80,65,35,65,60,370
508,508_0,stoutland,stoutland,normal,,intimidate,sand rush,scrappy,,,85,110,90,45,90,80,500
509,509_0,purrloin,purrloin,dark,,limber,unburden,prankster,,,41,50,37,50,37,66,281
510,510_0,liepard,liepard,dark,,limber,unburden,prankster,,,64,88,50,88,50,106,446
511,511_0,pansage,pansage,grass,,gluttony,,overgrow,,,50,53,48,53,48,64,316
512,512_0,simisage,simisage,grass,,gluttony,,overgrow,,,75,98,63,98,63,101,498
513,513_0,pansear,pansear,fire,,gluttony,,blaze,,,50,53,48,53,48,64,316
514,514_0,simisear,simisear,fire,,gluttony,,blaze,,,75,98,63,98,63,101,498
515,515_0,panpour,panpour,water,,gluttony,,torrent,,,50,53,48,53,48,64,316
516,516_0,simipour,simipour,water,,gluttony,,torrent,,,75,98,63,98,63,101,498
517,517_0,munna,munna,psychic,,forewarn,synchronize,telepathy,,,76,25,45,67,55,24,292
518,518_0,musharna,musharna,psychic,,forewarn,synchronize,telepathy,,,116,55,85,107,95,29,487
519,519_0,pidove,pidove,normal,flying,big pecks,super luck,rivalry,,,50,55,50,36,30,43,264
520,520_0,tranquill,tranquill,normal,flying,big pecks,super luck,rivalry,,,62,77,62,50,42,65,358
521,521_0,unfezant,unfezant,normal,flying,big pecks,super luck,rivalry,,,80,115,80,65,55,93,488
522,522_0,blitzle,blitzle,electric,,lightning rod,motor drive,sap sipper,,,45,60,32,50,32,76,295
523,523_0,zebstrika,zebstrika,electric,,lightning rod,motor drive,sap sipper,,,75,100,63,80,63,116,497
524,524_0,roggenrola,roggenrola,rock,,sturdy,weak armor,sand force,,,55,75,85,25,25,15,280
525,525_0,boldore,boldore,rock,,sturdy,weak armor,sand force,,,70,105,105,50,40,20,390
526,526_0,gigalith,gigalith,rock,,sturdy,sand stream,sand force,,,85,135,130,60,80,25,515
527,527_0,woobat,woobat,psychic,flying,unaware,klutz,simple,,,65,45,43,55,43,72,323
528,528_0,swoobat,swoobat,psychic,flying,unaware,klutz,simple,,,67,57,55,77,55,114,425
529,529_0,drilbur,drilbur,ground,,sand rush,sand force,mold breaker,,,60,85,40,30,45,68,328
530,530_0,excadrill,excadrill,ground,steel,sand rush,sand force,mold breaker,,,110,135,60,50,65,88,508
531,531_0,audino,audino,normal,,healer,regenerator,klutz,,,103,60,86,60,86,50,445
531,531_1,audino,audino-mega,normal,fairy,healer,,,mega,,103,60,126,80,126,50,545
532,532_0,timburr,timburr,fighting,,guts,sheer force,iron fist,,,75,80,55,25,35,35,305
533,533_0,gurdurr,gurdurr,fighting,,guts,sheer force,iron fist,,,85,105,85,40,50,40,405
534,534_0,conkeldurr,conkeldurr,fighting,,guts,sheer force,iron fist,,,105,140,95,55,65,45,505
535,535_0,tympole,tympole,water,,swift swim,hydration,water absorb,,,50,50,40,50,40,64,294
536,536_0,palpitoad,palpitoad,water,ground,swift swim,hydration,water absorb,,,75,65,55,65,55,69,384
537,537_0,seismitoad,seismitoad,water,ground,swift swim,poison touch,water absorb,,,105,95,75,85,75,74,509
538,538_0,throh,throh,fighting,,guts,inner focus,mold breaker,,,120,100,85,30,85,45,465
539,539_0,sawk,sawk,fighting,,sturdy,inner focus,mold breaker,,,75,125,75,30,75,85,465
540,540_0,sewaddle,sewaddle,bug,grass,swarm,chlorophyll,overcoat,,,45,53,70,40,60,42,310
541,541_0,swadloon,swadloon,bug,grass,leaf guard,chlorophyll,overcoat,,,55,63,90,50,80,42,380
542,542_0,leavanny,leavanny,bug,grass,swarm,chlorophyll,overcoat,,,75,103,80,70,80,92,500
543,543_0,venipede,venipede,bug,poison,poison point,swarm,speed boost,,,30,45,59,30,39,57,260
544,544_0,whirlipede,whirlipede,bug,poison,poison point,swarm,speed boost,,,40,55,99,40,79,47,360
545,545_0,scolipede,scolipede,bug,poison,poison point,swarm,speed boost,,,60,100,89,55,69,112,485
546,546_0,cottonee,cottonee,grass,fairy,prankster,infiltrator,chlorophyll,,,40,27,60,37,50,66,280
547,547_0,whimsicott,whimsicott,grass,fairy,prankster,infiltrator,chlorophyll,,,60,67,85,77,75,116,480
548,548_0,petilil,petilil,grass,,chlorophyll,own tempo,leaf guard,,,45,35,50,70,50,30,280
549,549_0,lilligant,lilligant,grass,,chlorophyll,own tempo,leaf guard,,,70,60,75,110,75,90,480
549,549_1,lilligant,hisuian lilligant,grass,fighting,chlorophyll,hustle,leaf guard,,hisuian,70,105,75,50,75,105,480
550,550_0,basculin,basculin,water,,reckless,adaptability,mold breaker,,,70,92,65,80,55,98,460
550,550_1,basculin,basculin-white-striped,water,,rattled,adaptability,mold breaker,,hisuian,70,92,65,80,55,98,460
551,551_0,sandile,sandile,ground,dark,intimidate,moxie,anger point,,,50,72,35,35,35,65,292
552,552_0,krokorok,krokorok,ground,dark,intimidate,moxie,anger point,,,60,82,45,45,45,74,351
553,553_0,krookodile,krookodile,ground,dark,intimidate,moxie,anger point,,,95,117,80,65,70,92,519
554,554_0,darumaka,darumaka,fire,,hustle,,inner focus,,,70,90,45,15,45,50,315
554,554_1,darumaka,darumaka-galar,ice,,hustle,,inner focus,,galarian,70,90,45,15,45,50,315
555,555_0,darmanitan,darmanitan,fire,,sheer force,,zen mode,,,105,140,55,30,55,95,480
555,555_1,darmanitan,darmanitan-zen,fire,psychic,sheer force,,zen mode,,,105,30,105,140,105,55,540
555,555_2,darmanitan,darmanitan-galar,ice,,gorilla tactics,,zen mode,,galarian,105,140,55,30,55,95,480
555,555_3,darmanitan,darmanitan-galar-zen,ice,fire,gorilla tactics,,zen mode,,galarian,105,160,55,30,55,135,540
556,556_0,maractus,maractus,grass,,water absorb,chlorophyll,storm drain,,,75,86,67,106,67,60,461
557,557_0,dwebble,dwebble,bug,rock,sturdy,shell armor,weak armor,,,50,65,85,35,35,55,325
558,558_0,crustle,crustle,bug,rock,sturdy,shell armor,weak armor,,,70,105,125,65,75,45,485
559,559_0,scraggy,scraggy,dark,fighting,shed skin,moxie,intimidate,,,50,75,70,35,70,48,348
560,560_0,scrafty,scrafty,dark,fighting,shed skin,moxie,intimidate,,,65,90,115,45,115,58,488
561,561_0,sigilyph,sigilyph,psychic,flying,wonder skin,magic guard,tinted lens,,,72,58,80,103,80,97,490
562,562_0,yamask,yamask,ghost,,mummy,,,,,38,30,85,55,65,30,303
562,562_1,yamask,galarian yamask,ground,ghost,wandering spirit,,,,galarian,38,55,85,30,65,30,303
563,563_0,cofagrigus,cofagrigus,ghost,,mummy,,,,,58,50,145,95,105,30,483
564,564_0,tirtouga,tirtouga,water,rock,solid rock,sturdy,swift swim,,,54,78,103,53,45,22,355
565,565_0,carracosta,carracosta,water,rock,solid rock,sturdy,swift swim,,,74,108,133,83,65,32,495
566,566_0,archen,archen,rock,flying,defeatist,,,,,55,112,45,74,45,70,401
567,567_0,archeops,archeops,rock,flying,defeatist,,,,,75,140,65,112,65,110,567
568,568_0,trubbish,trubbish,poison,,stench,sticky hold,aftermath,,,50,50,62,40,62,65,329
569,569_0,garbodor,garbodor,poison,,stench,weak armor,aftermath,,,80,95,82,60,82,75,474
570,570_0,zorua,zorua,dark,,illusion,,,,,40,65,40,80,40,65,330
570,570_1,zorua,hisuian zorua,normal,ghost,illusion,,,,hisuian,35,60,40,85,40,70,330
571,571_0,zoroark,zoroark,dark,,illusion,,,,,60,105,60,120,60,105,510
571,571_1,zoroark,hisuian zoroark,normal,ghost,illusion,,,,hisuian,60,105,60,120,60,105,510
572,572_0,minccino,minccino,normal,,cute charm,technician,skill link,,,55,50,40,40,40,75,300
573,573_0,cinccino,cinccino,normal,,cute charm,technician,skill link,,,75,95,60,65,60,115,470
574,574_0,gothita,gothita,psychic,,frisk,competitive,shadow tag,,,45,30,50,55,65,45,290
575,575_0,gothorita,gothorita,psychic,,frisk,competitive,shadow tag,,,60,45,70,75,85,55,390
576,576_0,gothitelle,gothitelle,psychic,,frisk,competitive,shadow tag,,,70,55,95,95,110,65,490
577,577_0,solosis,solosis,psychic,,overcoat,magic guard,regenerator,,,45,30,40,105,50,20,290
578,578_0,duosion,duosion,psychic,,overcoat,magic guard,regenerator,,,65,40,50,125,60,30,370
579,579_0,reuniclus,reuniclus,psychic,,overcoat,magic guard,regenerator,,,110,65,75,125,85,30,490
580,580_0,ducklett,ducklett,water,flying,keen eye,big pecks,hydration,,,62,44,50,44,50,55,305
581,581_0,swanna,swanna,water,flying,keen eye,big pecks,hydration,,,75,87,63,87,63,98,473
582,582_0,vanillite,vanillite,ice,,ice body,snow cloak,weak armor,,,36,50,50,65,60,44,305
583,583_0,vanillish,vanillish,ice,,ice body,snow cloak,weak armor,,,51,65,65,80,75,59,395
584,584_0,vanilluxe,vanilluxe,ice,,ice body,snow warning,weak armor,,,71,95,85,110,95,79,535
585,585_0,deerling,deerling,normal,grass,chlorophyll,sap sipper,serene grace,,,60,60,50,40,50,75,335
586,586_0,sawsbuck,sawsbuck,normal,grass,chlorophyll,sap sipper,serene grace,,,80,100,70,60,70,95,475
587,587_0,emolga,emolga,electric,flying,static,,motor drive,,,55,75,60,75,60,103,428
588,588_0,karrablast,karrablast,bug,,swarm,shed skin,no guard,,,50,75,45,40,45,60,315
589,589_0,escavalier,escavalier,bug,steel,swarm,shell armor,overcoat,,,70,135,105,60,105,20,495
590,590_0,foongus,foongus,grass,poison,effect spore,,regenerator,,,69,55,45,55,55,15,294
591,591_0,amoonguss,amoonguss,grass,poison,effect spore,,regenerator,,,114,85,70,85,80,30,464
592,592_0,frillish,frillish,water,ghost,water absorb,cursed body,damp,,,55,40,50,65,85,40,335
593,593_0,jellicent,jellicent,water,ghost,water absorb,cursed body,damp,,,100,60,70,85,105,60,480
594,594_0,alomomola,alomomola,water,,healer,hydration,regenerator,,,165,75,80,40,45,65,470
595,595_0,joltik,joltik,bug,electric,compound eyes,unnerve,swarm,,,50,47,50,57,50,65,319
596,596_0,galvantula,galvantula,bug,electric,compound eyes,unnerve,swarm,,,70,77,60,97,60,108,472
597,597_0,ferroseed,ferroseed,grass,steel,iron barbs,,,,,44,50,91,24,86,10,305
598,598_0,ferrothorn,ferrothorn,grass,steel,iron barbs,,anticipation,,,74,94,131,54,116,20,489
599,599_0,klink,klink,steel,,plus,minus,clear body,,,40,55,70,45,60,30,300
600,600_0,klang,klang,steel,,plus,minus,clear body,,,60,80,95,70,85,50,440
601,601_0,klinklang,klinklang,steel,,plus,minus,clear body,,,60,100,115,70,85,90,520
602,602_0,tynamo,tynamo,electric,,levitate,,,,,35,55,40,45,40,60,275
603,603_0,eelektrik,eelektrik,electric,,levitate,,,,,65,85,70,75,70,40,405
604,604_0,eelektross,eelektross,electric,,levitate,,,,,85,115,80,105,80,50,515
605,605_0,elgyem,elgyem,psychic,,telepathy,synchronize,analytic,,,55,55,55,85,55,30,335
606,606_0,beheeyem,beheeyem,psychic,,telepathy,synchronize,analytic,,,75,75,75,125,95,40,485
607,607_0,litwick,litwick,ghost,fire,flash fire,flame body,infiltrator,,,50,30,55,65,55,20,275
608,608_0,lampent,lampent,ghost,fire,flash fire,flame body,infiltrator,,,60,40,60,95,60,55,370
609,609_0,chandelure,chandelure,ghost,fire,flash fire,flame body,infiltrator,,,60,55,90,145,90,80,520
610,610_0,axew,axew,dragon,,rivalry,mold breaker,unnerve,,,46,87,60,30,40,57,320
611,611_0,fraxure,fraxure,dragon,,rivalry,mold breaker,unnerve,,,66,117,70,40,50,67,410
612,612_0,haxorus,haxorus,dragon,,rivalry,mold breaker,unnerve,,,76,147,90,60,70,97,540
613,613_0,cubchoo,cubchoo,ice,,snow cloak,slush rush,rattled,,,55,70,40,60,40,40,305
614,614_0,beartic,beartic,ice,,snow cloak,slush rush,swift swim,,,95,130,80,70,80,50,505
615,615_0,cryogonal,cryogonal,ice,,levitate,,,,,80,50,50,95,135,105,515
616,616_0,shelmet,shelmet,bug,,hydration,shell armor,overcoat,,,50,40,85,40,65,25,305
617,617_0,accelgor,accelgor,bug,,hydration,sticky hold,unburden,,,80,70,40,100,60,145,495
618,618_0,stunfisk,stunfisk,ground,electric,static,limber,sand veil,,,109,66,84,81,99,32,471
618,618_1,stunfisk,galarian stunfisk,ground,steel,mimicry,,,,galarian,109,81,99,66,84,32,471
619,619_0,mienfoo,mienfoo,fighting,,inner focus,regenerator,reckless,,,45,85,50,55,50,65,350
620,620_0,mienshao,mienshao,fighting,,inner focus,regenerator,reckless,,,65,125,60,95,60,105,510
621,621_0,druddigon,druddigon,dragon,,rough skin,sheer force,mold breaker,,,77,120,90,60,90,48,485
622,622_0,golett,golett,ground,ghost,iron fist,klutz,no guard,,,59,74,50,35,50,35,303
623,623_0,golurk,golurk,ground,ghost,iron fist,klutz,no guard,,,89,124,80,55,80,55,483
624,624_0,pawniard,pawniard,dark,steel,defiant,inner focus,pressure,,,45,85,70,40,40,60,340
625,625_0,bisharp,bisharp,dark,steel,defiant,inner focus,pressure,,,65,125,100,60,70,70,490
626,626_0,bouffalant,bouffalant,normal,,reckless,sap sipper,soundproof,,,95,110,95,40,95,55,490
627,627_0,rufflet,rufflet,normal,flying,keen eye,sheer force,hustle,,,70,83,50,37,50,60,350
628,628_0,braviary,braviary,normal,flying,keen eye,sheer force,defiant,,,100,123,75,57,75,80,510
628,628_1,braviary,hisuian braviary,psychic,flying,keen eye,sheer force,tinted lens,,hisuian,110,83,70,112,70,65,510
629,629_0,vullaby,vullaby,dark,flying,big pecks,overcoat,weak armor,,,70,55,75,45,65,60,370
630,630_0,mandibuzz,mandibuzz,dark,flying,big pecks,overcoat,weak armor,,,110,65,105,55,95,80,510
631,631_0,heatmor,heatmor,fire,,gluttony,flash fire,white smoke,,,85,97,66,105,66,65,484
632,632_0,durant,durant,bug,steel,swarm,hustle,truant,,,58,109,112,48,48,109,484
633,633_0,deino,deino,dark,dragon,hustle,,,,,52,65,50,45,50,38,300
634,634_0,zweilous,zweilous,dark,dragon,hustle,,,,,72,85,70,65,70,58,420
635,635_0,hydreigon,hydreigon,dark,dragon,levitate,,,,,92,105,90,125,90,98,600
636,636_0,larvesta,larvesta,bug,fire,flame body,,swarm,,,55,85,55,50,55,60,360
637,637_0,volcarona,volcarona,bug,fire,flame body,,swarm,,,85,60,65,135,105,100,550
638,638_0,cobalion,cobalion,steel,fighting,justified,,,,,91,90,129,90,72,108,580
639,639_0,terrakion,terrakion,rock,fighting,justified,,,,,91,129,90,72,90,108,580
640,640_0,virizion,virizion,grass,fighting,justified,,,,,91,90,72,90,129,108,580
641,641_0,tornadus,tornadus,flying,,prankster,,defiant,,,79,115,70,125,80,111,580
641,641_1,tornadus,tornadus-therian,flying,,regenerator,,,,,79,100,80,110,90,121,580
642,642_0,thundurus,thundurus,electric,flying,prankster,,defiant,,,79,115,70,125,80,111,580
642,642_1,thundurus,thundurus-therian,electric,flying,volt absorb,,,,,79,105,70,145,80,101,580
643,643_0,reshiram,reshiram,dragon,fire,turboblaze,,,,,100,120,100,150,120,90,680
644,644_0,zekrom,zekrom,dragon,electric,teravolt,,,,,100,150,120,120,100,90,680
645,645_0,landorus,landorus,ground,flying,sand force,,sheer force,,,89,125,90,115,80,101,600
645,645_1,landorus,landorus-therian,ground,flying,intimidate,,,,,89,145,90,105,80,91,600
646,646_0,kyurem,kyurem,dragon,ice,pressure,,,,,125,130,90,130,90,95,660
646,646_1,kyurem,kyurem-white,dragon,ice,turboblaze,,,,,125,120,90,170,100,95,700
646,646_2,kyurem,kyurem-black,dragon,ice,teravolt,,,,,125,170,100,120,90,95,700
647,647_0,keldeo,keldeo,water,fighting,justified,,,,,91,72,90,129,90,108,580
647,647_1,keldeo,keldeo-resolute,water,fighting,justified,,,,,91,72,90,129,90,108,580
648,648_0,meloetta,meloetta,normal,psychic,serene grace,,,,,100,77,77,128,128,90,600
648,648_1,meloetta,meloetta-pirouette,normal,fighting,serene grace,,,,,100,128,90,77,77,128,600
649,649_0,genesect,genesect,bug,steel,download,,,,,71,120,95,120,95,99,600
650,650_0,chespin,chespin,grass,,overgrow,,bulletproof,,,56,61,65,48,45,38,313
651,651_0,quilladin,quilladin,grass,,overgrow,,bulletproof,,,61,78,95,56,58,57,405
652,652_0,chesnaught,chesnaught,grass,fighting,overgrow,,bulletproof,,,88,107,122,74,75,64,530
653,653_0,fennekin,fennekin,fire,,blaze,,magician,,,40,45,40,62,60,60,307
654,654_0,braixen,braixen,fire,,blaze,,magician,,,59,59,58,90,70,73,409
655,655_0,delphox,delphox,fire,psychic,blaze,,magician,,,75,69,72,114,100,104,534
656,656_0,froakie,froakie,water,,torrent,,protean,,,41,56,40,62,44,71,314
657,657_0,frogadier,frogadier,water,,torrent,,protean,,,54,63,52,83,56,97,405
658,658_0,greninja,greninja,water,dark,torrent,,protean,,,72,95,67,103,71,122,530
658,658_1,greninja,greninja-ash,water,dark,battle bond,,,,,72,145,67,153,71,132,640
659,659_0,bunnelby,bunnelby,normal,,pickup,cheek pouch,huge power,,,38,36,38,32,36,57,237
660,660_0,diggersby,diggersby,normal,ground,pickup,cheek pouch,huge power,,,85,56,77,50,77,78,423
661,661_0,fletchling,fletchling,normal,flying,big pecks,,gale wings,,,45,50,43,40,38,62,278
662,662_0,fletchinder,fletchinder,fire,flying,flame body,,gale wings,,,62,73,55,56,52,84,382
663,663_0,talonflame,talonflame,fire,flying,flame body,,gale wings,,,78,81,71,74,69,126,499
664,664_0,scatterbug,scatterbug,bug,,shield dust,compound eyes,friend guard,,,38,35,40,27,25,35,200
665,665_0,spewpa,spewpa,bug,,shed skin,,friend guard,,,45,22,60,27,30,29,213
666,666_0,vivillon,vivillon,bug,flying,shield dust,compound eyes,friend guard,,,80,52,50,90,50,89,411
667,667_0,litleo,litleo,fire,normal,rivalry,unnerve,moxie,,,62,50,58,73,54,72,369
668,668_0,pyroar,pyroar,fire,normal,rivalry,unnerve,moxie,,,86,68,72,109,66,106,507
669,669_0,flabebe,flabebe,fairy,,flower veil,,symbiosis,,,44,38,39,61,79,42,303
670,670_0,floette,floette,fairy,,flower veil,,symbiosis,,,54,45,47,75,98,52,371
670,670_1,floette,floette-eternal,fairy,,flower veil,,symbiosis,,,74,65,67,125,128,92,551
671,671_0,florges,florges,fairy,,flower veil,,symbiosis,,,78,65,68,112,154,75,552
672,672_0,skiddo,skiddo,grass,,sap sipper,,grass pelt,,,66,65,48,62,57,52,350
673,673_0,gogoat,gogoat,grass,,sap sipper,,grass pelt,,,123,100,62,97,81,68,531
674,674_0,pancham,pancham,fighting,,iron fist,mold breaker,scrappy,,,67,82,62,46,48,43,348
675,675_0,pangoro,pangoro,fighting,dark,iron fist,mold breaker,scrappy,,,95,124,78,69,71,58,495
676,676_0,furfrou,furfrou,normal,,fur coat,,,,,75,80,60,65,90,102,472
677,677_0,espurr,espurr,psychic,,keen eye,infiltrator,own tempo,,,62,48,54,63,60,68,355
678,678_0,meowstic,meowstic,psychic,,keen eye,infiltrator,prankster,,,74,48,76,83,81,104,466
678,678_1,meowstic,meowstic-f,psychic,,keen eye,infiltrator,competitive,,,74,48,76,83,81,104,466
679,679_0,honedge,honedge,steel,ghost,no guard,,,,,45,80,100,35,37,28,325
680,680_0,doublade,doublade,steel,ghost,no guard,,,,,59,110,150,45,49,35,448
681,681_0,aegislash,aegislash,steel,ghost,stance change,,,,,60,50,140,50,140,60,500
682,682_0,spritzee,spritzee,fairy,,healer,,aroma veil,,,78,52,60,63,65,23,341
683,683_0,aromatisse,aromatisse,fairy,,healer,,aroma veil,,,101,72,72,99,89,29,462
684,684_0,swirlix,swirlix,fairy,,sweet veil,,unburden,,,62,48,66,59,57,49,341
685,685_0,slurpuff,slurpuff,fairy,,sweet veil,,unburden,,,82,80,86,85,75,72,480
686,686_0,inkay,inkay,dark,psychic,contrary,suction cups,infiltrator,,,53,54,53,37,46,45,288
687,687_0,malamar,malamar,dark,psychic,contrary,suction cups,infiltrator,,,86,92,88,68,75,73,482
688,688_0,binacle,binacle,rock,water,tough claws,sniper,pickpocket,,,42,52,67,39,56,50,306
689,689_0,barbaracle,barbaracle,rock,water,tough claws,sniper,pickpocket,,,72,105,115,54,86,68,500
690,690_0,skrelp,skrelp,poison,water,poison point,poison touch,adaptability,,,50,60,60,60,60,30,320
691,691_0,dragalge,dragalge,poison,dragon,poison point,poison touch,adaptability,,,65,75,90,97,123,44,494
692,692_0,clauncher,clauncher,water,,mega launcher,,,,,50,53,62,58,63,44,330
693,693_0,clawitzer,clawitzer,water,,mega launcher,,,,,71,73,88,120,89,59,500
